Appid,Game_title,Platform,Release_date,Price,original_price
2392740,Cave Digger 2,"['win', 'mac', 'linux']","15 Nov, 2023",¥9.00,
1812180,Zipp's Café,"['win', 'mac', 'linux']","15 Nov, 2023",¥18.00,
2657080,Teardown: Quilez R0113R Robot,['win'],"15 Nov, 2023",,
2657070,Teardown: Season Pass,['win'],"15 Nov, 2023",¥119.00,
2657050,Teardown: Time Campers,['win'],"15 Nov, 2023",¥31.00,
2670470,Ninja Forest Maze,['win'],"15 Nov, 2023",¥6.00,
1619570,Death Roads: Tournament,['win'],"15 Nov, 2023",¥59.00,
2671650,Knights and Goblins Demo,"['win', 'mac', 'linux']","15 Nov, 2023",Free,
2646580,Death Elevator Soundtrack,['music'],"15 Nov, 2023",¥6.00,
2682280,Crystal Guardians Demo,['win'],"15 Nov, 2023",Free,
2206660,Tourist Trap,['win'],"15 Nov, 2023",¥42.00,
2313160,Hodgepodge Hunch,"['win', 'mac']","15 Nov, 2023",¥24.00,
2626740,Treasure Hunt girl,['win'],"15 Nov, 2023",¥4.95,¥11.00
2420710,Volatile Particle,['win'],"15 Nov, 2023",¥15.00,
2627150,My Next Life as a Bird,['win'],"15 Nov, 2023",¥18.00,
2494110,Lily in Puzzle World,['win'],"15 Nov, 2023",¥22.00,
2485080,Death Elevator,['win'],"15 Nov, 2023",¥33.00,
2452650,Hell Throne,"['win', 'mac', 'linux']","15 Nov, 2023",¥62.00,
2445310,Cradles,['win'],"15 Nov, 2023",¥18.00,
2573130,Tiny Life Soundtrack,['music'],"15 Nov, 2023",¥42.00,
2672660,Wizards Quest - Adventure in the Kingdom,['win'],"15 Nov, 2023",¥33.00,
2670860,Legend of Inca - Mystical Culture,['win'],"15 Nov, 2023",¥33.00,
2670670,Magic Cards Solitaire 2 - The Fountain of Life,['win'],"15 Nov, 2023",¥33.00,
2264110,Hell Grinder,['win'],"15 Nov, 2023",¥16.00,
1272550,PHANTOM GALAXIES™,['win'],"15 Nov, 2023",Free,
2694740,Traversion Demo,['win'],"15 Nov, 2023",Free,
2656710,Fantasy Blacksmith Shop Simulator,['win'],"15 Nov, 2023",¥22.00,
2637950,Loca Deserta: Odesa,['win'],"15 Nov, 2023",¥18.00,
2658770,Die drei ??? - Ruf der Trolle,"['win', 'mac']","15 Nov, 2023",¥42.00,
2656900,Hot And Lovely : Tease,['win'],"15 Nov, 2023",¥13.00,
2376140,Space Captain McCallery - Episode 4: The Turquoise Temple,['win'],"15 Nov, 2023",¥22.00,
2439710,Skybreakers,['win'],"15 Nov, 2023",¥36.00,
2573420,Visual novel for the kids: Lumi And Baby - Hamster And Baby Dragon,"['win', 'mac']","15 Nov, 2023",¥18.00,
2646510,FreeChicken,['win'],"15 Nov, 2023",¥11.00,
2568930,Ultimate Solitaire Collection,"['win', 'mac', 'linux']","15 Nov, 2023",¥92.00,
2551170,Cats Hidden in Maple Hollow 🍂,['win'],"15 Nov, 2023",¥4.50,¥6.00
2660750,Teku,['win'],"15 Nov, 2023",Free,
1938420,Lies of P : Soundtrack,['music'],"15 Nov, 2023",¥63.00,
2675580,The Raindrop: A Vocal Odyssey Demo,['win'],"15 Nov, 2023",Free,
2678730,Trainz Plus DLC - NR Class Locomotive - JBR Ghan Pack,"['win', 'mac']","15 Nov, 2023",¥42.00,
2678720,Trainz 2022 DLC - NR Class Locomotive - JBR Ghan Pack,"['win', 'mac']","15 Nov, 2023",¥42.00,
2678740,Trainz 2019 DLC - NR Class Locomotive - JBR Ghan Pack,"['win', 'mac']","15 Nov, 2023",¥42.00,
2657230,Red Head - To The Rescue,['win'],"15 Nov, 2023",¥11.00,
2440960,以闪亮之名,['win'],"15 Nov, 2023",Free,
2672270,OtherSide Of Mist And Mountain Demo,['win'],"15 Nov, 2023",Free,
2676920,Thank you for sharing your world,"['win', 'group_separator']","15 Nov, 2023",¥60.80,¥76.00
2511570,Little Shrimp：Legend Reborn,['win'],"15 Nov, 2023",Free,
2680160,CosmicBreak Universal [Ray] Fan Pack,['win'],"15 Nov, 2023",¥79.40,
2601120,Protoplanet Express,"['win', 'mac', 'group_separator']","15 Nov, 2023",Free,
1387570,Orbitect,['win'],"15 Nov, 2023",¥42.00,
2421480,Poly,"['win', 'mac']","15 Nov, 2023",Free,
2663720,FORSISTED : The Sacred Souls,['win'],"15 Nov, 2023",¥29.00,
1978620,Top Town Demo,['win'],"15 Nov, 2023",Free,
2626100,The Energy Warrior / 能量战士,['win'],"15 Nov, 2023",¥6.00,
2334730,Death Must Die,"['win', 'mac']","15 Nov, 2023",¥29.00,
2393300,Sands of Aura Soundtrack,['music'],"15 Nov, 2023",¥29.00,
2676420,New Zealand Jigsaw Puzzles - Expansion Pack 3,['win'],"15 Nov, 2023",¥6.00,
2674730,New Zealand Jigsaw Puzzles - Expansion Pack 2,['win'],"15 Nov, 2023",¥6.00,
2648470,"Good Pizza, Great Pizza - Pumpkin Delight Set - Autumn 2023","['win', 'mac']","15 Nov, 2023",¥22.00,
2648480,"Good Pizza, Great Pizza - Rustic Retreat Set - Autumn 2022","['win', 'mac']","15 Nov, 2023",¥18.00,
2648490,"Good Pizza, Great Pizza - Countryside Charm Set - Autumn 2022","['win', 'mac']","15 Nov, 2023",¥18.00,
2691590,Demon Lord Reincarnation: Supporter Pack,"['win', 'linux']","15 Nov, 2023",¥11.00,
2211400,Love's Crescendo,"['win', 'mac', 'linux']","15 Nov, 2023",¥22.00,
2551850,The Crimson Pearl,['win'],"15 Nov, 2023",¥33.00,
2650060,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Monster Hunter's Handbook,"['win', 'mac', 'linux']","15 Nov, 2023",¥58.00,
2649850,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Psychic Anthology,"['win', 'mac', 'linux']","15 Nov, 2023",¥58.00,
2645980,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Heroes of the High Court,"['win', 'mac', 'linux']","15 Nov, 2023",¥58.00,
2172180,Howl,['win'],"15 Nov, 2023",¥42.00,
2645560,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Healer's Handbook,"['win', 'mac', 'linux']","15 Nov, 2023",¥58.00,
2671750,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Plane-Hopper's Handbook,"['win', 'mac', 'linux']","15 Nov, 2023",¥58.00,
2671630,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Heroes from the Fringe,"['win', 'mac', 'linux']","15 Nov, 2023",¥58.00,
1959430,Age of Empires IV:  The Sultans Ascend,['win'],"15 Nov, 2023",¥89.00,
2577930,Golfing in Aether - Dustbowl,"['win', 'linux']","15 Nov, 2023",Free,
2303600,Not For Broadcast: Bits of Your Life,['win'],"15 Nov, 2023",¥36.00,
2657550,Fantasy Grounds - Pathfinder Society Intro: Year of Unfettered Exploration,"['win', 'mac', 'linux']","15 Nov, 2023",¥26.00,
2621620,Fantasy Grounds - Horror Companion (SWADE),"['win', 'mac', 'linux']","15 Nov, 2023",¥108.00,
2657910,Fantasy Grounds - Necessary Evil Archetype Cards,"['win', 'mac', 'linux']","15 Nov, 2023",¥22.00,
2656090,Fantasy Grounds - Starfinder RPG - Starfinder Flip-Mat - Metropolis,"['win', 'mac', 'linux']","15 Nov, 2023",¥66.00,
1970580,Backpack Hero,"['win', 'mac', 'linux']","15 Nov, 2023",¥65.00,
2663270,Endless Maze,"['win', 'mac', 'linux']","15 Nov, 2023",¥6.00,
2563150,CityDriver - Autobahn Nord,['win'],"15 Nov, 2023",Free,
2540460,Faded Stories: Full Moon,['win'],"15 Nov, 2023",¥21.00,¥42.00
2384073,Remnant II® - The Awakened King,['win'],"15 Nov, 2023",¥49.00,
2608230,Ticket to Ride® - Round the World Ticket,"['win', 'mac']","15 Nov, 2023",¥128.00,
2608220,Ticket to Ride® - Europe Expansion,"['win', 'mac']","15 Nov, 2023",¥42.00,
2672970,Immortal Love: Polar Lights Collector's Edition,"['win', 'mac']","15 Nov, 2023",¥56.00,
2477010,Ticket to Ride®,"['win', 'mac']","15 Nov, 2023",¥48.00,
2500620,Ruin,['win'],"15 Nov, 2023",¥11.00,
2060870,Invincible Presents: Atom Eve,['win'],"15 Nov, 2023",¥10.50,¥42.00
1661630,KarmaZoo,['win'],"15 Nov, 2023",¥38.00,
2517220,ENTITY: THE BLACK DAY,['win'],"15 Nov, 2023",¥72.00,
2220320,Space Mercenary Defense Force,"['win', 'linux']","15 Nov, 2023",¥22.00,
2438721,UFO ROBOT GRENDIZER - The Feast of the Wolves - Digital Deluxe Upgrade,['win'],"15 Nov, 2023",¥47.00,
2295970,UFO ROBOT GRENDIZER – The Feast of the Wolves,['win'],"15 Nov, 2023",¥128.00,
2660100,Cake Game,"['win', 'linux']","15 Nov, 2023",Free,
2689510,Trove - Arcanium Triumph Pack,['win'],"15 Nov, 2023",¥128.00,
2386172,Train Sim World® 4: Blackpool Branches: Preston - Blackpool & Ormskirk Route Add-On,['win'],"15 Nov, 2023",¥136.00,
1280930,Astral Ascent,"['win', 'mac', 'linux']","14 Nov, 2023",¥68.00,
2462790,Aether,"['win', 'linux']","14 Nov, 2023",¥29.00,
1836142,Bus Simulator 21 Next Stop – Official Tram Extension,['win'],"14 Nov, 2023",¥76.00,
2682840,GameGuru MAX Steampunk Audio Booster Pack - Sounds of Steampunk,['win'],"14 Nov, 2023",¥108.00,
1158160,Coral Island,['win'],"14 Nov, 2023",¥188.00,
2591240,Victoria 3: Colossus of the South,"['win', 'mac', 'linux']","14 Nov, 2023",¥32.00,
2440060,Rush On,['win'],"14 Nov, 2023",¥15.00,
2622040,Anno 1800 - Eldritch Pack,['win'],"14 Nov, 2023",¥25.00,
2113680,The Dot,['win'],"14 Nov, 2023",¥58.00,
2673960,New Zealand Jigsaw Puzzles - Expansion Pack 1,['win'],"14 Nov, 2023",¥6.00,
2000760,Boiling Point: Road to Hell,['win'],"14 Nov, 2023",¥42.00,
2663870,I can destroy everything!!!,['win'],"14 Nov, 2023",¥3.84,¥6.00
2423420,Get To The Gate Demo,['win'],"14 Nov, 2023",Free,
2668580,Cattie,['win'],"14 Nov, 2023",¥11.00,
2421910,Ratyrinth,['win'],"14 Nov, 2023",¥15.00,
2358840,Zodiac Hentai - Hellish Memory Soundtrack,['music'],"14 Nov, 2023",¥3.08,¥22.00
2665660,Jigsaw Together,['win'],"14 Nov, 2023",¥6.00,
2595860,Hitler is my crush,['win'],"14 Nov, 2023",¥6.00,
2538090,Park Up - Car,"['win', 'linux']","14 Nov, 2023",¥29.00,
2655790,Uh Oh Calico!,['win'],"14 Nov, 2023",¥11.00,
2691680,Unreachable Demo,['win'],"14 Nov, 2023",Free,
2639980,Streetoir,"['win', 'linux']","14 Nov, 2023",¥18.00,
2672780,New Zealand Jigsaw Puzzles,['win'],"14 Nov, 2023",¥6.00,
2657260,DOASHIME-ドアを閉めるぞ-,['win'],"14 Nov, 2023",¥15.00,
2620610,Dungeons of Mysteria,['win'],"14 Nov, 2023",¥26.00,
2490130,Voodoo Strikers Demo,['win'],"14 Nov, 2023",Free,
1428080,House with Puzzles,"['win', 'mac']","14 Nov, 2023",¥18.00,
2601480,Super Jigsaw Puzzle: Generations - Landscapes 4,['win'],"14 Nov, 2023",¥36.00,
2097620,Dream Knight,['win'],"14 Nov, 2023",¥11.00,
2663510,Out Of Shapes,['win'],"14 Nov, 2023",¥6.00,
2655230,Shadow Of Sound,['win'],"14 Nov, 2023",Free,
1740130,Loco-Sort,['win'],"14 Nov, 2023",¥48.00,
1954430,【早咲きのくろゆり】追加シナリオ「花と樹の内緒の話1」,['win'],"14 Nov, 2023",Free,
2336490,Paper Can't Fly Soundtrack,['music'],"14 Nov, 2023",Free,
2106960,Paper Can't Fly,"['win', 'mac', 'linux']","14 Nov, 2023",¥22.00,
2678770,Gods of the Twilight Soundtrack,['music'],"14 Nov, 2023",¥33.00,
1528970,Gods of the Twilight,"['win', 'mac', 'linux']","14 Nov, 2023",¥76.00,
2574580,"KOF XV DLC Character ""HINAKO SHIJO""",['win'],"14 Nov, 2023",¥26.00,
2630300,The Imperial Capital Burns - Muv-Luv Alternative Total Eclipse,['win'],"14 Nov, 2023",¥53.20,¥76.00
2674180,Refind Self: The Personality Test Game Soundtrack,['music'],"14 Nov, 2023",¥18.00,
2514960,Refind Self: The Personality Test Game,['win'],"14 Nov, 2023",¥33.00,
2243200,Farming Simulator 22 - Premium Expansion,"['win', 'mac']","14 Nov, 2023",¥99.99,
2649000,Relgiros,['win'],"14 Nov, 2023",¥15.00,
2565420,Lost In Space - The Adventure Game - Demo,['win'],"14 Nov, 2023",Free,
2664200,Find The Pairs Memo Game for Kids,['win'],"14 Nov, 2023",¥29.00,
2613270,Star Conflict - Baphomet,"['win', 'mac', 'linux']","14 Nov, 2023",¥219.00,
2613280,Star Conflict - Baphomet (Deluxe edition),"['win', 'mac', 'linux']","14 Nov, 2023",¥449.00,
2560070,Wild Indigo Ranch Soundtrack,['music'],"14 Nov, 2023",¥15.00,
2658320,Missile Dancer 2 Demo,['win'],"14 Nov, 2023",Free,
2683410,GO SOME BALLS Demo,['win'],"14 Nov, 2023",Free,
2564660,Frontline 1942: Battles of the World War 2,"['win', 'mac', 'linux']","14 Nov, 2023",Free,
2686190,Grand Strokers - Name on Tomb Stone,['win'],"14 Nov, 2023",¥92.00,
2650600,大话商周,['win'],"14 Nov, 2023",Free,
2477930,GEOTRA,['win'],"14 Nov, 2023",Free,
2317350,Lolita Expedition - Joker,['win'],"14 Nov, 2023",¥9.00,
2007980,Misty's Shining Blacksmithing,['win'],"14 Nov, 2023",¥49.00,
2254670,Dungeon Cleaner,"['win', 'mac']","14 Nov, 2023",¥18.00,
2688880,Cultivation Fantasy Demo,['win'],"14 Nov, 2023",Free,
2576130,CATAST,['win'],"14 Nov, 2023",¥11.00,
2552410,Liminal Border Part I,['win'],"14 Nov, 2023",¥58.00,
1176910,Lock 'n Load Tactical Digital: Heroes of Normandy Battlepack 3,"['win', 'mac']","14 Nov, 2023",¥37.00,
2636500,One More Shooter Game Demo,['win'],"14 Nov, 2023",Free,
2186400,Pirate Fighting Simulator,['win'],"14 Nov, 2023",Free,
2091410,March of Shrooms,['win'],"14 Nov, 2023",¥29.00,
2648380,Project Stocks - Multiplayer,"['win', 'linux']","14 Nov, 2023",¥22.00,
1207090,Project Stocks,"['win', 'linux']","14 Nov, 2023",Free,
2630500,To Infinity,['win'],"14 Nov, 2023",¥15.00,
2644550,New Zombie,['win'],"14 Nov, 2023",¥6.00,
2653540,The Hospital of Fear,['win'],"14 Nov, 2023",¥29.00,
2358040,Fantasy Craft,['win'],"14 Nov, 2023",¥59.00,
2536570,Mercenary Warriors,['win'],"14 Nov, 2023",Free,
2255190,FUMES Demo,['win'],"14 Nov, 2023",Free,
2562730,Samawa Idle,"['win', 'mac', 'linux']","14 Nov, 2023",¥8.80,¥22.00
2638150,Choose Your Cutie,['win'],"14 Nov, 2023",¥6.00,
1939220,Art of Golf,['win'],"14 Nov, 2023",¥39.99,
2506930,Cody's Nightmare,['win'],"14 Nov, 2023",¥22.00,
2556250,BZZZT Soundtrack,['music'],"14 Nov, 2023",¥22.00,
1293170,BZZZT,"['win', 'mac', 'linux']","14 Nov, 2023",¥39.00,
1470940,STAR FLEET II - Krellan Commander Version 2.0,['win'],"14 Nov, 2023",¥37.00,
2482820,SokoChess Black,"['win', 'mac', 'linux']","14 Nov, 2023",¥22.00,
2364560,Demonheart: The Cursed Trial,['win'],"14 Nov, 2023",¥85.00,
2672710,Blazing Sails - Limbs of Lore Pack,['win'],"14 Nov, 2023",¥9.00,¥18.00
2517030,Wars Across The World: Dacia 101,"['win', 'mac']","14 Nov, 2023",¥22.00,
1158940,Blazing Sails,['win'],"14 Nov, 2023",¥23.20,¥58.00
2648680,Crescent Quest - Furry Home Expansion,['win'],"14 Nov, 2023",Free,
2553050,Estate Agent Simulator,['win'],"13 Nov, 2023",¥60.00,
2633220,Astral Ascent Artbook,"['win', 'mac', 'linux']","13 Nov, 2023",¥22.00,
2266260,Hold The Door,['win'],"13 Nov, 2023",¥22.00,
2679010,Spirittea Soundtrack,['music'],"13 Nov, 2023",¥42.00,
1931010,Spirittea,['win'],"13 Nov, 2023",¥76.00,
2674600,Warlord: Britannia Soundtrack,['music'],"13 Nov, 2023",¥22.00,
2085240,Dance Hero: More Jiggle,"['win', 'mac']","13 Nov, 2023",Free,
2609670,Redneck Bowl Games,['win'],"13 Nov, 2023",¥42.00,
2643980,Emberward Demo,['win'],"13 Nov, 2023",Free,
2075580,Under A New Sun,['win'],"13 Nov, 2023",¥66.00,
2063060,Sybaritic Extravaganza,['win'],"13 Nov, 2023",¥46.00,
2650010,Violet Kingdom,['win'],"13 Nov, 2023",¥76.00,
1408080,Minigame Madness,['win'],"13 Nov, 2023",¥39.99,
1322100,Battle Bands: Rock & Roll Deckbuilder,['win'],"13 Nov, 2023",¥53.20,¥76.00
2670720,3D PUZZLE - Farming 2,"['win', 'mac', 'linux']","13 Nov, 2023",¥21.68,"¥2,712.00"
2670730,3D PUZZLE - Kingdom in dark,"['win', 'mac', 'linux']","13 Nov, 2023",¥21.68,"¥2,712.00"
1031650,Emu War!,['win'],"13 Nov, 2023",¥6.00,
2619000,Sea of Brave: Aidan Adventure,['win'],"13 Nov, 2023",¥48.00,
2412410,Disco Simulator: Prologue,['win'],"13 Nov, 2023",Free,
2568710,Boing Bang Adventure,['win'],"13 Nov, 2023",¥26.00,
2643080,EMPIRE - GALAXY BURNING,['win'],"13 Nov, 2023",¥22.00,
2262880,Heli-Cats,"['win', 'mac']","13 Nov, 2023",¥46.40,¥58.00
2635790,Backstab,['win'],"13 Nov, 2023",¥33.00,
2511190,FPV SkyDive - Flight School,"['win', 'mac', 'linux']","13 Nov, 2023",¥50.00,
2521150,Galactic Heroes: Rise of the Black Alliance,"['win', 'mac', 'linux']","13 Nov, 2023",¥11.00,
2688280,Trainz Plus DLC - CD Bmteeo 124,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688290,Trainz 2022 DLC - CD Bmteeo 124,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688300,Trainz 2019 DLC - CD Bmteeo 124,"['win', 'mac']","13 Nov, 2023",¥26.00,
1822550,Microcivilization,['win'],"13 Nov, 2023",¥68.00,
2666440,Traversion,['win'],"13 Nov, 2023",¥6.00,
2685740,Angel Legion-DLC Tropical Style (Red),"['win', 'mac']","13 Nov, 2023",Free,
2636450,Hanabi,['win'],"13 Nov, 2023",¥22.00,
1001930,Tau Cubis,"['win', 'linux']","13 Nov, 2023",¥28.22,
2688320,Trainz 2019 DLC - CD Bmto292 109,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688330,Trainz 2022 DLC - CD Bmto292 109,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688310,Trainz Plus DLC - CD Bmto292 109,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688340,Trainz Plus DLC - CSD Bap 117,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688560,Trainz 2019 DLC - CSD Bap 117,"['win', 'mac']","13 Nov, 2023",¥26.00,
2688550,Trainz 2022 DLC - CSD Bap 117,"['win', 'mac']","13 Nov, 2023",¥26.00,
2675060,Trainz Plus DLC - CD Doubledecker Pack No. 2,"['win', 'mac']","13 Nov, 2023",¥68.00,
2675050,Trainz 2022 DLC - CD Doubledecker Pack No. 2,"['win', 'mac']","13 Nov, 2023",¥68.00,
2675040,Trainz 2019 DLC - CD Doubledecker Pack No. 2,"['win', 'mac']","13 Nov, 2023",¥68.00,
2272120,Baker Street Breakouts: A Sherlockian Escape Adventure,['win'],"13 Nov, 2023",¥42.00,
2672040,Perry the Pumpkin Demo,['win'],"13 Nov, 2023",Free,
2602380,별을 좇는 까마귀(To The Star),['win'],"13 Nov, 2023",Free,
2488340,Dream Town Island,['win'],"13 Nov, 2023",¥38.00,
2640360,Star Stone Splash,['win'],"13 Nov, 2023",¥6.99,
2685920,THE EDITOR Demo,['win'],"13 Nov, 2023",Free,
2684900,SameShadow: Fernando's Journey Demo,['win'],"13 Nov, 2023",Free,
2382230,The Egg,['win'],"13 Nov, 2023",¥11.00,
2397740,Warp Tango Demo,"['win', 'mac']","13 Nov, 2023",Free,
2468390,Cursor Engine,['win'],"13 Nov, 2023",¥11.00,
2576160,Echoes,['win'],"12 Nov, 2023",¥18.00,
2261640,Missing Stars,"['win', 'mac', 'linux']","12 Nov, 2023",Free,
2638830,Rugby League Riot,['win'],"12 Nov, 2023",¥18.00,
2655350,Test Lab Inc. Demo,['win'],"12 Nov, 2023",Free,
2665170,ANONYMOUS HUNTING SIMULATOR,['win'],"12 Nov, 2023",¥6.00,
2630190,Listen - UI拓展包,['win'],"12 Nov, 2023",¥6.00,
1147130,Countryballs: Modern Ballfare,['win'],"12 Nov, 2023",¥22.00,
2641890,Project I,['win'],"12 Nov, 2023",Free,
2690710,THE DEAD ZONE - 头号玩家服装包,['win'],"12 Nov, 2023",¥11.00,
2633100,The Grand Adventures of Leo,['win'],"12 Nov, 2023",¥18.00,
2626510,Boom Blast,"['win', 'mac']","12 Nov, 2023",¥14.00,
2618530,4Tacos Demo,['win'],"12 Nov, 2023",Free,
2569490,Nudel Tag Demo,"['win', 'mac', 'linux']","12 Nov, 2023",Free,
2574040,Spookermarket,['win'],"12 Nov, 2023",¥15.00,
2673580,Phenomena Embattled Demo,"['win', 'linux']","12 Nov, 2023",Free,
2058100,Capytales: A Folk Adventure,['win'],"12 Nov, 2023",¥33.00,
2683750,Soul of Butterflies: Incubation - Original Soundtrack,['music'],"12 Nov, 2023",¥6.00,
2391350,Soul of Butterflies: Incubation,"['win', 'mac']","12 Nov, 2023",¥22.00,
2396180,Dragon Wings,['win'],"11 Nov, 2023",¥37.00,
2188260,Portable Ops,['win'],"11 Nov, 2023",¥58.00,
2686170,Leaf Blower Sim Demo,['win'],"11 Nov, 2023",Free,
2657510,Defense Protocol,['win'],"11 Nov, 2023",¥22.00,
2687920,Ceiba - OST,['music'],"11 Nov, 2023",Free,
2676300,Ceiba - Artbook,"['win', 'mac', 'linux']","11 Nov, 2023",¥6.00,
2267600,Lost Day,['win'],"11 Nov, 2023",¥15.00,
1441440,Paradiso Guardian - OST,['music'],"11 Nov, 2023",¥33.00,
2223300,The Lost Ashford Ring,['win'],"11 Nov, 2023",¥58.00,
1972410,Siege of Dungeon,['win'],"11 Nov, 2023",¥52.00,
2661450,Lost For Swords Demo,"['win', 'linux']","11 Nov, 2023",Free,
2538850,Horizon To Crinoa: Have Faith in Radiance -Prototype- Soundtrack,['music'],"11 Nov, 2023",¥22.00,
2669610,Western Redemption,['win'],"11 Nov, 2023",¥15.00,
2666250,Dark Mysteries: The Soul Keeper Collector's Edition,['win'],"11 Nov, 2023",¥29.00,
2538840,Horizon To Crinoa: Have Faith in Radiance -Prototype-,['win'],"11 Nov, 2023",Free,
2648180,Spellbearers: Official Soundtrack,['music'],"11 Nov, 2023",¥22.00,
2686880,Mob Factory Soundtrack,['music'],"11 Nov, 2023",¥15.00,
1551630,Sujimon Quest,['win'],"11 Nov, 2023",¥29.00,
1854180,Nociception ~ Voltaic Marketplace,['win'],"11 Nov, 2023",Free,
2184340,Rhythm Master,['win'],"11 Nov, 2023",¥15.00,
2520630,Game Time Glizzys,['win'],"11 Nov, 2023",¥11.00,
2310150,Tome of Fates,"['win', 'linux']","11 Nov, 2023",¥6.00,
2633550,Sign Craft: Simulator,['win'],"11 Nov, 2023",¥11.00,
2687840,Fowl Damage Demo,['win'],"11 Nov, 2023",Free,
2475330,Moonlight Mayhem,['win'],"11 Nov, 2023",¥29.00,
2624690,Do I Know You?,['win'],"11 Nov, 2023",Free,
2668180,Drone Flight Simulator Online,['win'],"11 Nov, 2023",¥6.00,
2547400,The Spectral Web: Hitodama,"['win', 'linux']","11 Nov, 2023",¥15.00,
2662270,Red Eye,['win'],"11 Nov, 2023",¥6.00,
2625380,Draft Day Sports: Pro Basketball 2024,['win'],"11 Nov, 2023",¥108.00,
1638950,Zombie Builder Defense 2,['win'],"11 Nov, 2023",¥42.00,
2627040,Uncontained,['win'],"11 Nov, 2023",¥22.00,
2622770,In Fair Spirits,"['win', 'mac', 'linux']","11 Nov, 2023",¥36.00,
2233580,Monkey Doo,"['win', 'group_separator']","11 Nov, 2023",¥58.00,
2467830,Dreamscape Abyss,['win'],"11 Nov, 2023",Free,
2194190,Ocelot Sunrise,['win'],"11 Nov, 2023",¥22.00,
2596430,Call of Duty Endowment (C.O.D.E.) Warrior Pack,['win'],"11 Nov, 2023",¥66.00,
2595820,The Crazy Hyper-Dungeon Chronicles Demo,['win'],"11 Nov, 2023",Free,
2591970,Manus Dei,['win'],"11 Nov, 2023",¥10.00,
2514140,Tanked Out!,"['win', 'mac', 'linux']","11 Nov, 2023",¥33.00,
2563460,Bob the Elementalist,['win'],"11 Nov, 2023",¥22.00,
2602920,OVRDARK: a Do Not Open story Demo,"['win', 'group_separator']","11 Nov, 2023",Free,
1608330,A-Spec First Assault,['win'],"11 Nov, 2023",¥52.00,
1758470,Project UNSEEK,"['win', 'mac']","11 Nov, 2023",¥22.00,
2479610,Take the King!,"['win', 'mac', 'linux']","11 Nov, 2023",¥29.00,
2687010,no sleep for sole DEMO,['win'],"11 Nov, 2023",Free,
2067330,Fateless Night,['win'],"10 Nov, 2023",¥22.00,
2620980,Farming Simulator 22 - Case IH Farmall Anniversary Pack,"['win', 'mac']","10 Nov, 2023",¥11.99,
2665700,Megabat Demo,"['win', 'linux']","10 Nov, 2023",Free,
2653930,Sunlight Scream - Soundtrack & Artbook,['music'],"10 Nov, 2023",¥22.00,
2645260,Orb Hunter,['win'],"10 Nov, 2023",¥6.00,
2602550,田园画境 Pastoral,['win'],"10 Nov, 2023",¥15.00,
2665000,Super Woden GP 2 Soundtrack,['music'],"10 Nov, 2023",¥18.00,
2307260,Cardeneer,['win'],"10 Nov, 2023",Free,
2452900,TerraForge,"['win', 'linux']","10 Nov, 2023",¥22.00,
2644490,Archery Showdown,['win'],"10 Nov, 2023",Free,
2083210,Super Woden GP 2,"['win', 'linux']","10 Nov, 2023",¥51.95,
2403620,Air Twister,['win'],"10 Nov, 2023",¥210.00,
2174720,The Will of Arthur Flabbington,"['win', 'mac', 'linux']","10 Nov, 2023",¥48.00,
2661120,R1sikoChess,['win'],"10 Nov, 2023",¥36.00,
1296340,Undercat,['win'],"10 Nov, 2023",¥50.00,
2635680,I commissioned some cats 6,['win'],"10 Nov, 2023",¥18.00,
687860,The Pilgrimage,['win'],"10 Nov, 2023",Free,
2403308,Train Simulator: Wien - St. Pölten Route Add-On,['win'],"10 Nov, 2023",¥108.00,
2447280,GameGuru MAX Wasteland Booster Pack- Creatures of the Apocalypse,['win'],"10 Nov, 2023",¥108.00,
2647500,Downstairs,['win'],"10 Nov, 2023",Free,
2514800,Salaryman RESCUE!,"['win', 'group_separator']","10 Nov, 2023",¥22.00,
2652030,Foxingdale (The Magical stones of Kentaroo),['win'],"10 Nov, 2023",¥48.00,
2398940,Ceiba,"['win', 'mac', 'linux']","10 Nov, 2023",¥17.99,¥29.99
2670380,Strike Force Heroes Digital Artbook & Outfit,['win'],"10 Nov, 2023",¥18.00,
2668820,Strike Force Heroes Soundtrack,['music'],"10 Nov, 2023",¥33.00,
1981820,Strike Force Heroes,['win'],"10 Nov, 2023",¥58.00,
2347180,Cat & Gold,['win'],"10 Nov, 2023",¥43.83,
2540110,666 Second Rule,['win'],"10 Nov, 2023",¥22.00,
2687330,Tower! Simulator 3 - KATL Airport,['win'],"10 Nov, 2023",¥92.00,
2503100,Dark City Trouble Nights,['win'],"10 Nov, 2023",¥42.57,
2531460,Robo Rush,"['win', 'mac']","10 Nov, 2023",¥6.00,
